fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,4. close,PE Ratio,PE Ratio (SMA)
2001-03-31,2001-04-19,0.29,0.3,-0.01,-3.3333,26.55,22.88793103448276,21.852963058808307
2001-06-30,2001-07-24,0.34,0.34,0.0,0.0,27.06,19.89705882352941,21.548381610844505
2001-09-30,2001-10-18,0.42,0.39,0.03,7.6923,27.33,16.267857142857142,21.013211750217327
2001-12-31,2002-01-24,0.34,0.34,0.0,0.0,26.47,19.463235294117645,19.62902057374674
2002-03-31,2002-04-18,0.31,0.29,0.02,6.8966,27.25,21.975806451612904,19.400989428029277
2002-06-30,2002-07-24,0.39,0.38,0.01,2.6316,28.1,18.012820512820515,18.929929850352053
2002-09-30,2002-10-22,0.38,0.39,-0.01,-2.5641,17.66,11.61842105263158,17.76757082779566
2002-12-31,2003-01-23,0.25,0.25,0.0,0.0,16.08,16.08,16.92176200426625
2003-03-31,2003-04-28,0.29,0.28,0.01,3.5714,14.46,12.465517241379311,14.54418970170785
2003-06-30,2003-07-29,0.37,0.37,0.0,0.0,22.06,14.905405405405403,13.767335924854072
2003-09-30,2003-10-22,0.43,0.4,0.03,7.5,23.54,13.686046511627907,14.284242289603156
2003-12-31,2004-01-26,0.35,0.35,0.0,0.0,24.83,17.735714285714284,14.698170861031729
2004-03-31,2004-04-27,0.4,0.4,0.0,0.0,28.57,17.85625,16.0458540506869
2004-06-30,2004-07-22,0.47,0.47,0.0,0.0,26.0,13.829787234042554,15.776949507846188
2004-09-30,2004-10-19,0.61,0.61,0.0,0.0,28.03,11.487704918032788,15.227364109447407
2004-12-31,2005-01-28,0.45,0.46,-0.01,-2.1739,32.06,17.811111111111114,15.246213315796613
2005-03-31,2005-04-21,0.56,0.43,0.13,30.2326,31.14,13.901785714285714,14.257597244368045
2005-06-30,2005-07-21,0.42,0.42,0.0,0.0,27.75,16.517857142857142,14.929614721571689
2005-09-30,2005-10-20,0.58,0.58,0.0,0.0,33.49,14.435344827586208,15.666524698960046
2005-12-31,2006-01-24,0.48,0.48,0.0,0.0,33.72,17.5625,15.604371921182263
2006-03-31,2006-04-21,0.49,0.49,0.0,0.0,34.36,17.53061224489796,16.511578553835328
2006-06-30,2006-07-25,0.67,0.62,0.05,8.0645,33.6,12.537313432835822,15.516442626329995
2006-09-30,2006-10-19,0.68,0.68,0.0,0.0,39.12,14.38235294117647,15.503194654727562
2006-12-31,2007-01-24,0.61,0.61,0.0,0.0,44.33,18.168032786885245,15.654577851448874
2007-03-31,2007-04-20,0.62,0.62,0.0,0.0,45.05,18.16532258064516,15.813255435385674
2007-06-30,2007-07-24,0.71,0.71,0.0,0.0,50.76,17.87323943661972,17.147236936331648
2007-09-30,2007-10-19,0.83,0.83,0.0,0.0,56.01,16.870481927710845,17.769269182965242
2007-12-31,2008-01-28,0.73,0.71,0.02,2.8169,58.91,20.17465753424657,18.27092536980557
2008-03-31,2008-04-22,0.81,0.7,0.11,15.7143,55.77,17.212962962962962,18.032835465385027
2008-06-30,2008-07-23,0.94,0.86,0.08,9.3023,56.22,14.952127659574469,17.302557521123713
2008-09-30,2008-10-22,1.05,0.98,0.07,7.1429,61.7,14.69047619047619,16.75755608681505
2008-12-31,2009-01-26,0.87,0.83,0.04,4.8193,62.19,17.870689655172413,16.18156411704651
2009-03-31,2009-04-22,0.83,0.82,0.01,1.2195,54.57,16.436746987951807,15.98751012329372
2009-06-30,2009-07-23,0.97,0.97,0.0,0.0,57.49,14.817010309278352,15.95373078571969
2009-09-30,2009-10-22,1.15,1.11,0.04,3.6036,57.07,12.406521739130437,15.382742172883251
2009-12-31,2010-01-22,1.03,1.02,0.01,0.9804,62.44,15.155339805825244,14.70390471054646
2010-03-31,2010-04-21,1.03,0.96,0.07,7.2917,66.72,16.19417475728155,14.643261652878897
2010-06-30,2010-07-23,1.13,1.12,0.01,0.8929,65.87,14.573008849557525,14.58226128794869
2010-09-30,2010-10-21,1.29,1.25,0.04,3.2,74.51,14.439922480620156,15.090611473321118
