fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,4. close,PE Ratio,PE Ratio (SMA)
2011-12-31,2012-01-31,1.28,1.26,0.02,1.5873,73.19,14.294921875,16.916677969362595
2012-03-31,2012-04-26,1.0,1.02,-0.02,-1.9608,80.72,20.18,16.683268878453504
2012-06-30,2012-07-24,1.15,1.17,-0.02,-1.7094,78.76,17.121739130434786,16.622632232490773
2012-09-30,2012-10-23,1.06,1.06,0.0,0.0,72.01,16.983490566037737,17.14503789286813
2012-12-31,2013-01-31,1.32,1.38,-0.06,-4.3478,73.73,13.964015151515152,17.06231121199692
2013-03-31,2013-04-25,1.04,1.01,0.03,2.9703,84.47,20.30528846153846,17.093633327381532
2013-06-30,2013-07-23,1.13,1.13,0.0,0.0,87.05,19.25884955752213,17.62791093415337
2013-09-30,2013-10-25,1.16,1.15,0.01,0.8696,91.37,19.691810344827587,18.30499087885083
2013-12-31,2014-01-30,1.25,1.25,0.0,0.0,105.08,21.016,20.067987090972043
2014-03-31,2014-04-24,0.98,1.08,-0.1,-9.2593,97.38,24.84183673469388,21.202124159260897
2014-06-30,2014-07-29,1.21,1.25,-0.04,-3.2,102.66,21.21074380165289,21.690097720293583
2014-09-30,2014-10-24,1.32,1.28,0.04,3.125,98.29,18.615530303030305,21.421027709844267
2014-12-31,2015-02-03,1.25,1.25,0.0,0.0,111.17,22.234,21.725527709844272
2015-03-31,2015-04-28,1.12,1.09,0.03,2.7523,96.94,21.63839285714285,20.924666740456512
2015-06-30,2015-07-28,1.35,1.26,0.09,7.1429,96.91,17.946296296296296,20.10855486411737
2015-09-30,2015-10-27,1.39,1.37,0.02,1.4599,98.69,17.75,19.892172288359788
2015-12-31,2016-02-02,1.57,1.42,0.15,10.5634,96.23,15.323248407643312,18.164484390270616
2016-03-31,2016-04-28,1.27,1.22,0.05,4.0984,105.47,20.761811023622048,17.945338931890415
2016-06-30,2016-07-29,1.43,1.43,0.0,0.0,107.72,18.83216783216784,18.1668068158583
2016-09-30,2016-10-27,1.44,1.44,0.0,0.0,109.36,18.98611111111111,18.47583459363608
2016-12-31,2017-01-31,1.63,1.69,-0.06,-3.5503,114.64,17.58282208588957,19.04072801319764
2017-03-31,2017-04-27,1.32,1.29,0.03,2.3256,107.3,20.32196969696969,18.930767681534554
2017-06-30,2017-07-27,1.58,1.47,0.11,7.483,110.59,17.498417721518987,18.597330153872345
2017-09-30,2017-10-26,1.45,1.45,0.0,0.0,120.09,20.705172413793104,19.02709547954284
2017-12-31,2018-02-01,1.67,1.66,0.01,0.6024,119.15,17.83682634730539,19.0905965448968
2018-03-31,2018-04-26,1.55,1.54,0.01,0.6494,104.66,16.88064516129032,18.23026541097695
2018-06-30,2018-07-25,1.94,1.93,0.01,0.5181,106.23,13.689432989690722,17.278019228019886
2018-09-30,2018-10-24,1.82,1.82,0.0,0.0,117.46,16.134615384615383,16.135379970725452
2018-12-31,2019-01-31,1.94,1.9,0.04,2.1053,97.53,12.568298969072163,14.818248126167148
2019-03-31,2019-04-25,1.39,1.41,-0.02,-1.4184,114.43,20.580935251798564,15.743320648794208
2019-06-30,2019-07-24,1.96,1.92,0.04,2.0833,102.97,13.133928571428571,15.60444454422867
2019-09-30,2019-10-22,2.07,2.06,0.01,0.4854,119.82,14.471014492753625,15.188544321263231
2019-12-31,2020-01-30,2.11,2.11,0.0,0.0,117.06,13.8696682464455,15.513886640606565
2020-03-31,2020-04-28,1.15,1.23,-0.08,-6.5041,93.42,20.30869565217392,15.4458267407004
2020-06-30,2020-07-30,2.13,1.07,1.06,99.0654,111.18,13.049295774647888,15.42466854150523
2020-09-30,2020-10-28,2.28,1.9,0.38,20.0,166.63,18.270833333333336,16.37462325165016
2020-12-31,2021-02-02,2.66,2.14,0.52,24.2991,168.4,15.827067669172932,16.86397310733202
2021-03-31,2021-04-27,2.77,1.72,1.05,61.0465,169.99,15.342057761732852,15.622313634721753
2021-06-30,2021-07-27,3.06,2.82,0.24,8.5106,207.97,16.991013071895424,16.607742959033637
2021-09-30,2021-10-26,2.71,2.55,0.16,6.2745,182.1,16.79889298892989,16.239757872932774
2021-12-31,2022-02-01,3.59,3.1,0.49,15.8065,214.34,14.926183844011144,16.014536916642328
2022-03-31,2022-04-26,3.05,2.88,0.17,5.9028,214.46,17.578688524590167,16.573694607356657
2022-06-30,2022-07-26,3.29,3.16,0.13,4.1139,182.54,13.870820668693009,15.793646506556051
2022-09-30,2022-10-25,2.99,2.84,0.15,5.2817,161.54,13.5066889632107,14.970595500126256
2022-12-31,2023-01-31,3.62,3.59,0.03,0.8357,173.84,12.005524861878452,14.24043075459308
2023-03-31,2023-04-25,2.2,2.21,-0.01,-0.4525,193.99,22.04431818181818,15.356838168900085
2023-06-30,2023-08-08,2.54,2.5,0.04,1.6,179.25,17.64271653543307,16.299812135585103
2023-09-30,2023-10-26,1.57,1.52,0.05,3.2895,155.87,24.82006369426752,19.128155818349303
