fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,4. close,PE Ratio,PE Ratio (SMA)
2018-06-30,2018-08-02,0.9,0.89,0.01,1.1236,73.55,20.430555555555554,22.06669520547945
2018-09-30,2018-10-31,0.85,0.8,0.05,6.25,75.25,22.13235294117647,21.717934125705078
2018-12-31,2019-02-07,0.94,0.92,0.02,2.1739,75.33,20.034574468085108,20.685481852315394
2019-03-31,2019-05-02,0.92,0.9,0.02,2.2222,77.0,20.92391304347826,20.88034900207385
2019-06-30,2019-08-01,0.94,0.92,0.02,2.1739,86.16,22.914893617021278,21.501433517440283
2019-09-30,2019-10-31,1.06,0.96,0.1,10.4167,92.27,21.761792452830186,21.408793395353708
2019-12-31,2020-02-06,0.95,0.95,0.0,0.0,92.55,24.355263157894736,22.488965567806115
2020-03-31,2020-04-30,1.28,1.24,0.04,3.2258,80.75,15.771484375,21.20085840068655
2020-06-30,2020-07-30,1.07,1.04,0.03,2.8846,91.6,21.4018691588785,20.822602286150854
2020-09-30,2020-10-29,1.03,0.99,0.04,4.0404,100.05,24.283980582524272,21.45314931857438
2020-12-31,2021-02-04,1.13,1.08,0.05,4.6296,115.29,25.506637168141598,21.740992821136093
2021-03-31,2021-04-29,1.34,1.3,0.04,3.0769,111.68,20.83582089552239,23.00707695126669
2021-06-30,2021-07-29,1.16,1.16,0.0,0.0,118.7,25.58189655172414,24.052083799478098
2021-09-30,2021-10-28,1.3,1.22,0.08,6.5574,114.82,22.080769230769228,23.501280961539337
2021-12-31,2022-02-03,1.34,1.32,0.02,1.5152,136.77,25.51679104477612,23.50381943069797
2022-03-31,2022-05-05,1.43,1.42,0.01,0.7042,132.12,23.0979020979021,24.069339731292896
2022-06-30,2022-08-04,1.32,1.27,0.05,3.937,94.04,17.810606060606062,22.126517108513376
2022-09-30,2022-11-03,1.31,1.27,0.04,3.1496,90.35,17.242366412213737,20.916916403874506
2022-12-31,2023-02-02,1.25,1.26,-0.01,-0.7937,102.59,20.518,19.667218642680474
2023-03-31,2023-05-04,1.41,1.4,0.01,0.7143,104.29,18.491134751773053,18.515526806148213
2023-06-30,2023-08-03,1.43,1.37,0.06,4.3796,113.08,19.76923076923077,19.00518298330439
2023-09-30,2023-11-02,1.46,1.39,0.07,5.036,110.02,18.839041095890412,19.40435165422356
