fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,4. close,PE Ratio,PE Ratio (SMA)
2010-12-31,2011-02-03,0.32,0.3,0.02,6.6667,224.11,175.0859375,160.6564202724359
2011-03-31,2011-05-03,0.43,0.41,0.02,4.878,251.72,146.34883720930233,151.88648671761862
2011-06-30,2011-08-03,0.48,0.42,0.06,14.2857,301.34,156.94791666666666,155.49310874142816
2011-09-30,2011-11-02,0.56,0.48,0.08,16.6667,317.16,141.58928571428572,154.9929942725637
2011-12-31,2012-02-02,0.4,0.39,0.01,2.5641,372.82,233.0125,169.47463489756367
2012-03-31,2012-05-02,0.54,0.53,0.01,1.8868,420.54,194.69444444444443,181.5610367063492
2012-06-30,2012-08-01,0.56,0.56,0.0,0.0,430.11,192.01339285714283,190.32740575396824
2012-09-30,2012-10-31,0.62,0.59,0.03,5.0847,456.89,184.2298387096774,200.98754400281612
2012-12-31,2013-01-31,0.49,0.48,0.01,2.0833,491.28,250.6530612244898,205.39768430893864
2013-03-31,2013-05-01,0.62,0.62,0.0,0.0,537.23,216.625,210.88032319782752
2013-06-30,2013-07-31,0.7,0.63,0.07,11.1111,583.21,208.2892857142857,214.94929641211323
2013-09-30,2013-10-31,0.73,0.69,0.04,5.7971,672.78,230.4041095890411,226.49286413195412
2013-12-31,2014-01-31,0.57,0.6,-0.03,-5.0,835.46,366.4298245614036,255.4370549661826
2014-03-31,2014-05-01,0.73,0.72,0.01,1.3889,74.7,25.58219178082192,207.67635291138808
2014-06-30,2014-07-31,0.8,0.77,0.03,3.8961,73.47,22.959375,161.34387523281666
2014-09-30,2014-10-30,0.87,0.78,0.09,11.5385,73.92,21.24137931034483,109.05319266314258
2014-12-31,2015-01-30,0.69,0.67,0.02,2.9851,86.16,31.217391304347828,25.25008434887864
2015-03-31,2015-04-29,0.91,0.8,0.11,13.75,86.39,23.73351648351648,24.78791552455228
2015-06-30,2015-07-29,0.85,0.85,0.0,0.0,93.48,27.494117647058825,25.92160118631699
2015-09-30,2015-10-29,0.91,0.87,0.04,4.5977,90.12,24.75824175824176,26.800816798291223
2015-12-31,2016-01-29,0.79,0.69,0.1,14.4928,97.36,30.81012658227848,26.699000617773887
2016-03-31,2016-04-28,0.86,0.85,0.01,1.1765,94.5,27.47093023255814,27.633354055034303
2016-06-30,2016-07-28,0.96,0.9,0.06,6.6667,88.06,22.932291666666668,26.49289755993626
2016-09-30,2016-10-28,1.08,0.98,0.1,10.2041,101.77,23.557870370370367,26.192804712968417
2016-12-31,2017-01-31,0.86,0.85,0.01,1.1765,103.25,30.01453488372093,25.993906788329028
2017-03-31,2017-05-02,1.01,0.95,0.06,6.3158,112.47,27.83910891089109,26.085951457912262
2017-06-30,2017-07-27,1.1,1.04,0.06,5.7692,121.45,27.602272727272727,27.253446723063774
2017-09-30,2017-10-31,1.34,1.23,0.11,8.9431,141.2,26.343283582089548,27.94980002599357
2017-12-31,2018-02-01,1.14,1.12,0.02,1.7857,151.36,33.19298245614036,28.74441191909843
2018-03-31,2018-05-02,1.5,1.25,0.25,20.0,175.16,29.19333333333333,29.08296802470899
2018-06-30,2018-07-26,1.66,1.53,0.13,8.4967,196.52,29.59638554216868,29.58149622843297
2018-09-30,2018-10-30,1.78,1.68,0.1,5.9524,223.77,31.42837078651685,30.852768029539803
2018-12-31,2019-01-31,1.55,1.52,0.03,1.9737,188.65,30.427419354838708,30.161377254214397
2019-03-31,2019-04-30,1.78,1.66,0.12,7.2289,239.05,33.574438202247194,31.256653471442856
2019-06-30,2019-07-30,1.89,1.83,0.06,3.2787,266.77,35.28703703703704,32.67931634515995
2019-09-30,2019-10-29,2.15,2.01,0.14,6.9652,271.57,31.57790697674419,32.71670039271678
2019-12-31,2020-01-29,1.96,1.87,0.09,4.8128,298.59,38.08545918367346,34.63121034992547
2020-03-31,2020-04-29,1.83,1.73,0.1,5.7803,241.56,33.0,34.48760079936368
2020-06-30,2020-07-30,1.36,1.16,0.2,17.2414,295.7,54.35661764705882,39.25499595186912
2020-09-30,2020-10-28,1.6,1.66,-0.06,-3.6145,338.17,52.8390625,44.57028483268307
2020-12-31,2021-01-28,1.64,1.51,0.13,8.6093,356.94,54.41158536585366,48.65181637822812
2021-03-31,2021-04-29,1.74,1.57,0.17,10.828,356.05,51.156609195402304,53.19096867707869
2021-06-30,2021-07-29,1.95,1.75,0.2,11.4286,365.09,46.80641025641025,51.30341682941655
2021-09-30,2021-10-28,2.37,2.19,0.18,8.2192,347.68,36.67510548523207,47.262427575724566
2021-12-31,2022-01-27,2.35,2.21,0.14,6.3348,359.32,38.225531914893615,43.21591421298456
2022-03-31,2022-04-28,2.76,2.17,0.59,27.1889,357.38,32.3713768115942,38.51960611703253
2022-06-30,2022-07-28,2.56,2.36,0.2,8.4746,315.48,30.80859375,34.520151990429966
2022-09-30,2022-10-27,2.68,2.56,0.12,4.6875,284.34,26.52425373134328,31.982439051957776
2022-12-31,2023-01-26,2.65,2.58,0.07,2.7132,347.73,32.80471698113208,30.62723531851739
2023-03-31,2023-04-27,2.8,2.72,0.08,2.9412,363.41,32.447321428571435,30.6462214727617
2023-06-30,2023-07-27,2.89,2.82,0.07,2.4823,393.3,34.022491349480966,31.44969587263194
2023-09-30,2023-10-26,3.39,3.21,0.18,5.6075,395.91,29.19690265486726,32.11785810351294
